Date (MM/DD/YYYY),Time (HH:MM:SS),Turbidity FNU,TSS mg/L
1/11/2021,3:22:35,66,221
1/11/2021,3:27:36,82,215
1/11/2021,3:32:37,48,213
1/11/2021,3:37:38,17,215
1/11/2021,3:42:39,6,218
1/11/2021,3:47:40,0,219
1/11/2021,3:52:41,0,219
1/11/2021,3:57:42,3,220
1/11/2021,4:02:43,3,220
1/11/2021,4:07:44,1,220
1/11/2021,4:12:45,4,220
1/11/2021,4:17:46,7,221
1/11/2021,4:22:47,5,221
1/11/2021,4:27:48,6,221
1/11/2021,4:32:49,5,221
1/11/2021,4:37:50,1,221
1/11/2021,4:42:51,2,221
1/11/2021,4:47:52,1,221
1/11/2021,4:52:53,7,221
1/11/2021,4:57:54,98,221
1/11/2021,5:02:55,95,221
1/11/2021,5:07:56,91,221
1/11/2021,5:12:57,95,221
1/11/2021,5:17:58,61,220
1/11/2021,5:22:59,51,216
1/11/2021,5:28:00,61,215
1/11/2021,5:33:01,28,217
1/11/2021,5:38:02,15,219
1/11/2021,5:43:03,13,220
1/11/2021,5:48:04,14,220
1/11/2021,5:53:05,10,221
1/11/2021,5:58:06,11,221
1/11/2021,6:03:07,12,221
1/11/2021,6:08:08,13,221
1/11/2021,6:13:09,11,221
1/11/2021,6:18:10,15,221
1/11/2021,6:23:11,12,222
1/11/2021,6:28:12,2,222
1/11/2021,6:33:13,94,220
1/11/2021,6:38:14,48,218
1/11/2021,6:43:15,23,219
1/11/2021,6:48:16,14,220
1/11/2021,6:53:17,11,220
1/11/2021,6:58:18,12,221
1/11/2021,7:03:19,9,221
1/11/2021,7:08:20,12,221
1/11/2021,7:13:21,14,221
1/11/2021,7:18:22,13,221
1/11/2021,7:23:23,13,221
1/11/2021,7:28:24,14,221
1/11/2021,7:33:25,17,221
1/11/2021,7:38:26,12,222
1/11/2021,7:43:27,11,222
1/11/2021,7:48:28,9,222
1/11/2021,7:53:29,11,222
1/11/2021,7:58:30,10,222
1/11/2021,8:03:31,11,222
1/11/2021,8:08:32,15,222
1/11/2021,8:13:33,5,222
1/11/2021,8:18:34,6,222
1/11/2021,8:23:35,7,222
1/11/2021,8:28:36,8,222
1/11/2021,8:33:37,5,222
1/11/2021,8:38:38,98,222
1/11/2021,8:43:39,97,222
1/11/2021,8:48:40,98,222
1/11/2021,8:53:41,93,221
1/11/2021,8:58:42,85,221
1/11/2021,9:03:43,89,221
1/11/2021,9:08:44,92,220
1/11/2021,9:13:45,78,220
1/11/2021,9:18:46,26,213
1/11/2021,9:23:47,50,213
1/11/2021,9:28:48,27,216
1/11/2021,9:33:49,13,218
1/11/2021,9:38:50,5,219
1/11/2021,9:43:51,8,220
1/11/2021,9:48:52,8,220
1/11/2021,9:53:53,8,220
1/11/2021,9:58:54,12,221
1/11/2021,10:03:55,13,221
1/11/2021,10:08:56,17,221
1/11/2021,10:13:57,21,221
1/11/2021,10:18:58,22,221
1/11/2021,10:23:59,22,221
1/11/2021,10:29:00,24,221
1/11/2021,10:34:01,24,222
1/11/2021,10:39:02,28,222
1/11/2021,10:44:03,33,222
1/11/2021,10:49:04,25,222
1/11/2021,10:54:05,20,222
1/11/2021,10:59:06,24,222
1/11/2021,11:04:07,30,222
1/11/2021,11:09:08,98,222
1/11/2021,11:14:09,68,217
1/11/2021,11:19:10,96,217
1/11/2021,11:24:11,62,219
1/11/2021,11:29:12,48,220
1/11/2021,11:34:13,48,221
1/11/2021,11:39:14,45,222
1/11/2021,11:44:15,45,222
1/11/2021,11:49:16,43,223
1/11/2021,11:54:17,44,223
1/11/2021,11:59:18,44,223
1/11/2021,12:04:19,46,223
1/11/2021,12:09:20,42,223
1/11/2021,12:14:21,38,224
1/11/2021,12:19:22,36,224
1/11/2021,12:24:23,35,224
1/11/2021,12:29:24,38,224
1/11/2021,12:34:25,39,224
1/11/2021,12:39:26,49,224
1/11/2021,12:44:27,35,224
1/11/2021,12:49:28,37,224
1/11/2021,12:54:29,40,224
1/11/2021,12:59:30,43,224
1/11/2021,13:04:31,91,223
1/11/2021,13:09:32,16,218
1/11/2021,13:14:33,0,219
1/11/2021,13:19:34,77,221
1/11/2021,13:24:35,67,222
1/11/2021,13:29:36,63,223
1/11/2021,13:34:37,60,224
1/11/2021,13:39:38,63,224
1/11/2021,13:44:39,63,224
1/11/2021,13:49:40,61,225
1/11/2021,13:54:41,62,225
1/11/2021,13:59:42,62,225
1/11/2021,14:04:43,62,225
1/11/2021,14:09:44,58,226
1/11/2021,14:14:45,54,226
1/11/2021,14:19:46,53,226
1/11/2021,14:24:47,52,226
1/11/2021,14:29:48,53,226
1/11/2021,14:34:49,59,227
1/11/2021,14:39:50,48,227
1/11/2021,14:44:51,51,227
1/11/2021,14:49:52,55,227
1/11/2021,14:54:53,57,227
1/11/2021,14:59:54,90,226
1/11/2021,15:04:55,80,222
1/11/2021,15:09:56,99,223
1/11/2021,15:14:57,84,225
1/11/2021,15:19:58,73,226
1/11/2021,15:24:59,69,227
1/11/2021,15:30:00,67,227
1/11/2021,15:35:01,67,228
1/11/2021,15:40:02,65,228
1/11/2021,15:45:03,67,228
1/11/2021,15:50:04,67,229
1/11/2021,15:55:05,67,229
1/11/2021,16:00:06,66,229
1/11/2021,16:05:07,68,229
1/11/2021,16:10:08,62,230
1/11/2021,16:15:09,60,230
1/11/2021,16:20:10,60,230
1/11/2021,16:25:11,60,230
1/11/2021,16:30:12,68,231
1/11/2021,16:35:13,58,231
1/11/2021,16:40:14,59,231
1/11/2021,16:45:15,57,231
1/11/2021,16:50:16,56,231
1/11/2021,16:55:17,92,230
1/11/2021,17:00:18,81,225
1/11/2021,17:05:19,85,227
1/11/2021,17:10:20,75,229
1/11/2021,17:15:21,69,230
1/11/2021,17:20:22,62,231
1/11/2021,17:25:23,59,232
1/11/2021,17:30:24,57,233
1/11/2021,17:35:25,52,233
1/11/2021,17:40:26,51,234
1/11/2021,17:45:27,51,234
1/11/2021,17:50:28,51,234
1/11/2021,17:55:29,50,234
1/11/2021,18:00:30,49,235
1/11/2021,18:05:31,50,235
1/11/2021,18:10:32,47,235
1/11/2021,18:15:33,44,235
1/11/2021,18:20:34,43,235
1/11/2021,18:25:35,53,236
1/11/2021,18:30:36,45,236
1/11/2021,18:35:37,38,236
1/11/2021,18:40:38,37,236
1/11/2021,18:45:39,31,236
1/11/2021,18:50:40,67,234
1/11/2021,18:55:41,63,228
1/11/2021,19:00:42,49,230
1/11/2021,19:05:43,36,232
1/11/2021,19:10:44,34,233
1/11/2021,19:15:45,31,233
1/11/2021,19:20:46,30,234
1/11/2021,19:25:47,30,234
1/11/2021,19:30:48,27,234
1/11/2021,19:35:49,31,234
1/11/2021,19:40:50,32,233
1/11/2021,19:45:51,33,233
1/11/2021,19:50:52,35,233
1/11/2021,19:55:53,35,233
1/11/2021,20:00:54,35,233
1/11/2021,20:05:55,35,233
1/11/2021,20:10:56,33,233
1/11/2021,20:15:57,32,233
1/11/2021,20:20:58,41,233
1/11/2021,20:25:59,29,233
1/11/2021,20:31:00,25,232
1/11/2021,20:36:01,24,232
1/11/2021,20:41:02,21,231
1/11/2021,20:46:03,53,229
1/11/2021,20:51:04,56,226
1/11/2021,20:56:05,32,228
1/11/2021,21:01:06,22,229
1/11/2021,21:06:07,14,229
1/11/2021,21:11:08,14,229
1/11/2021,21:16:09,16,229
1/11/2021,21:21:10,15,229
1/11/2021,21:26:11,14,229
1/11/2021,21:31:12,16,229
1/11/2021,21:36:13,17,228
1/11/2021,21:41:14,17,228
1/11/2021,21:46:15,17,228
1/11/2021,21:51:16,18,228
1/11/2021,21:56:17,18,228
1/11/2021,22:01:18,16,228
1/11/2021,22:06:19,16,227
1/11/2021,22:11:20,13,227
1/11/2021,22:16:21,21,227
1/11/2021,22:21:22,9,227
1/11/2021,22:26:23,7,227
1/11/2021,22:31:24,5,226
1/11/2021,22:36:25,4,226
1/11/2021,22:41:26,22,224
1/11/2021,22:46:27,43,220
1/11/2021,22:51:28,17,222
1/11/2021,22:56:29,5,223
1/11/2021,23:01:30,2,224
1/11/2021,23:06:31,99,224
1/11/2021,23:11:32,97,224
1/11/2021,23:16:33,1,224
1/11/2021,23:21:34,0,224
1/11/2021,23:26:35,1,223
1/11/2021,23:31:36,2,223
1/11/2021,23:36:37,5,223
1/11/2021,23:41:38,5,223
1/11/2021,23:46:39,5,223
1/11/2021,23:51:40,7,223
1/11/2021,23:56:41,7,223
1/12/2021,0:01:42,8,223
1/12/2021,0:06:43,6,223
1/12/2021,0:11:44,17,223
1/12/2021,0:16:45,4,223
1/12/2021,0:21:46,3,223
1/12/2021,0:26:47,1,223
1/12/2021,0:31:48,0,222
1/12/2021,0:36:49,16,220
1/12/2021,0:41:50,31,218
1/12/2021,0:46:51,7,220
1/12/2021,0:51:52,0,220
1/12/2021,0:56:53,99,221
1/12/2021,1:01:54,96,221
1/12/2021,1:06:55,94,221
1/12/2021,1:11:56,97,221
1/12/2021,1:16:57,99,221
1/12/2021,1:21:58,99,221
1/12/2021,1:26:59,1,221
1/12/2021,1:32:00,1,221
1/12/2021,1:37:01,1,221
1/12/2021,1:42:02,3,221
1/12/2021,1:47:03,3,221
1/12/2021,1:52:04,4,221
1/12/2021,1:57:05,3,221
1/12/2021,2:02:06,3,221
1/12/2021,2:07:07,12,221
1/12/2021,2:12:08,99,221
1/12/2021,2:17:09,95,221
1/12/2021,2:22:10,93,221
1/12/2021,2:27:11,95,220
1/12/2021,2:32:12,82,217
1/12/2021,2:37:13,39,212
1/12/2021,2:42:14,28,214
1/12/2021,2:47:15,15,217
1/12/2021,2:52:16,9,219
1/12/2021,2:57:17,5,220
1/12/2021,3:02:18,1,220
1/12/2021,3:07:19,2,220
1/12/2021,3:12:20,6,220
1/12/2021,3:17:21,9,220
1/12/2021,3:22:22,10,220
1/12/2021,3:27:23,9,221
1/12/2021,3:32:24,10,221
1/12/2021,3:37:25,14,221
1/12/2021,3:42:26,13,221
1/12/2021,3:47:27,14,221
1/12/2021,3:52:28,16,221
1/12/2021,3:57:29,17,221
1/12/2021,4:02:30,13,221
1/12/2021,4:07:31,99,221
1/12/2021,4:12:32,4,221
1/12/2021,4:17:33,7,220
1/12/2021,4:22:34,10,221
1/12/2021,4:27:35,3,218
1/12/2021,4:32:36,53,215
1/12/2021,4:37:37,25,217
1/12/2021,4:42:38,15,219
1/12/2021,4:47:39,5,220
1/12/2021,4:52:40,3,220
1/12/2021,4:57:41,3,220
1/12/2021,5:02:42,4,220
1/12/2021,5:07:43,10,220
1/12/2021,5:12:44,12,221
1/12/2021,5:17:45,14,221
1/12/2021,5:22:46,15,221
1/12/2021,5:27:47,18,221
1/12/2021,5:32:48,21,221
1/12/2021,5:37:49,20,222
1/12/2021,5:42:50,23,222
1/12/2021,5:47:51,23,222
1/12/2021,5:52:52,23,222
1/12/2021,5:57:53,17,222
1/12/2021,6:02:54,3,222
1/12/2021,6:07:55,7,221
1/12/2021,6:12:56,12,221
1/12/2021,6:17:57,17,221
1/12/2021,6:22:58,12,218
1/12/2021,6:27:59,74,215
1/12/2021,6:33:00,47,217
1/12/2021,6:38:01,29,220
1/12/2021,6:43:02,16,221
1/12/2021,6:48:03,15,221
1/12/2021,6:53:04,12,222
1/12/2021,6:58:05,10,222
1/12/2021,7:03:06,12,222
1/12/2021,7:08:07,16,222
1/12/2021,7:13:08,16,222
1/12/2021,7:18:09,18,222
1/12/2021,7:23:10,23,222
1/12/2021,7:28:11,22,222
1/12/2021,7:33:12,24,222
1/12/2021,7:38:13,22,223
1/12/2021,7:43:14,25,222
1/12/2021,7:48:15,28,223
1/12/2021,7:53:16,30,223
1/12/2021,7:58:17,36,223
1/12/2021,8:03:18,34,224
1/12/2021,8:08:19,35,224
1/12/2021,8:13:20,35,224
1/12/2021,8:18:21,34,224
1/12/2021,8:23:22,33,225
1/12/2021,8:28:23,34,225
1/12/2021,8:33:24,31,225
1/12/2021,8:38:25,19,225
1/12/2021,8:43:26,10,225
1/12/2021,8:48:27,16,225
1/12/2021,8:53:28,23,224
1/12/2021,8:58:29,26,225
1/12/2021,9:03:30,29,220
1/12/2021,9:08:31,82,218
1/12/2021,9:13:32,49,221
1/12/2021,9:18:33,35,223
1/12/2021,9:23:34,30,224
1/12/2021,9:28:35,28,225
1/12/2021,9:33:36,32,226
1/12/2021,9:38:37,34,226
1/12/2021,9:43:38,38,226
1/12/2021,9:48:39,41,227
1/12/2021,9:53:40,40,227
1/12/2021,9:58:41,46,227
1/12/2021,10:03:42,46,228
1/12/2021,10:08:43,45,228
1/12/2021,10:13:44,47,228
1/12/2021,10:18:45,47,228
1/12/2021,10:23:46,52,228
1/12/2021,10:28:47,52,228
1/12/2021,10:33:48,45,229
1/12/2021,10:38:49,40,228
1/12/2021,10:43:50,46,228
1/12/2021,10:48:51,58,228
1/12/2021,10:53:52,45,229
1/12/2021,10:58:53,74,224
1/12/2021,11:03:54,26,223
1/12/2021,11:08:55,83,225
1/12/2021,11:13:56,81,227
1/12/2021,11:18:57,72,229
1/12/2021,11:23:58,68,230
1/12/2021,11:28:59,66,230
1/12/2021,11:34:00,67,231
1/12/2021,11:39:01,69,231
1/12/2021,11:44:02,69,232
1/12/2021,11:49:03,69,232
1/12/2021,11:54:04,71,232
1/12/2021,11:59:05,71,232
1/12/2021,12:04:06,72,233
1/12/2021,12:09:07,73,233
1/12/2021,12:14:08,70,233
1/12/2021,12:19:09,72,234
1/12/2021,12:24:10,74,234
1/12/2021,12:29:11,62,234
1/12/2021,12:34:12,66,234
1/12/2021,12:39:13,69,234
1/12/2021,12:44:14,77,234
1/12/2021,12:49:15,50,234
1/12/2021,12:54:16,37,229
1/12/2021,12:59:17,27,230
1/12/2021,13:04:18,2,232
1/12/2021,13:09:19,0,233
1/12/2021,13:14:20,97,235
1/12/2021,13:19:21,94,235
1/12/2021,13:24:22,94,236
1/12/2021,13:29:23,96,236
1/12/2021,13:34:24,97,237
1/12/2021,13:39:25,97,237
1/12/2021,13:44:26,1,238
1/12/2021,13:49:27,2,238
1/12/2021,13:54:28,3,239
1/12/2021,13:59:29,5,239
1/12/2021,14:04:30,9,239
1/12/2021,14:09:31,7,240
1/12/2021,14:14:32,4,240
1/12/2021,14:19:33,8,241
1/12/2021,14:24:34,5,241
1/12/2021,14:29:35,4,242
1/12/2021,14:34:36,7,242
1/12/2021,14:39:37,10,242
1/12/2021,14:44:38,67,242
1/12/2021,14:49:39,91,237
1/12/2021,14:54:40,45,238
1/12/2021,14:59:41,29,240
1/12/2021,15:04:42,22,241
1/12/2021,15:09:43,26,242
1/12/2021,15:14:44,30,243
1/12/2021,15:19:45,29,244
1/12/2021,15:24:46,29,245
1/12/2021,15:29:47,31,245
1/12/2021,15:34:48,31,246
1/12/2021,15:39:49,31,246
1/12/2021,15:44:50,34,247
1/12/2021,15:49:51,36,248
1/12/2021,15:54:52,36,248
1/12/2021,15:59:53,36,249
1/12/2021,16:04:54,37,249
1/12/2021,16:09:55,36,249
1/12/2021,16:14:56,40,250
1/12/2021,16:19:57,29,251
1/12/2021,16:24:58,28,251
1/12/2021,16:29:59,32,251
1/12/2021,16:35:00,37,251
1/12/2021,16:40:01,71,250
1/12/2021,16:45:02,20,244
1/12/2021,16:50:03,71,244
1/12/2021,16:55:04,53,247
1/12/2021,17:00:05,45,248
1/12/2021,17:05:06,38,249
1/12/2021,17:10:07,37,250
1/12/2021,17:15:08,34,250
1/12/2021,17:20:09,31,251
1/12/2021,17:25:10,26,251
1/12/2021,17:30:11,25,252
1/12/2021,17:35:12,22,252
1/12/2021,17:40:13,20,252
1/12/2021,17:45:14,18,252
1/12/2021,17:50:15,18,252
1/12/2021,17:55:16,16,252
1/12/2021,18:00:17,15,253
1/12/2021,18:05:18,13,253
1/12/2021,18:10:19,17,253
1/12/2021,18:15:20,6,253
1/12/2021,18:20:21,3,253
1/12/2021,18:25:22,0,253
1/12/2021,18:30:23,98,253
1/12/2021,18:35:24,48,252
1/12/2021,18:40:25,78,244
1/12/2021,18:45:26,16,245
1/12/2021,18:50:27,0,247
1/12/2021,18:55:28,92,248
1/12/2021,19:00:29,91,249
1/12/2021,19:05:30,90,249
1/12/2021,19:10:31,90,249
1/12/2021,19:15:32,87,249
1/12/2021,19:20:33,85,249
1/12/2021,19:25:34,86,249
1/12/2021,19:30:35,85,248
1/12/2021,19:35:36,85,248
1/12/2021,19:40:37,87,248
1/12/2021,19:45:38,86,248
1/12/2021,19:50:39,87,247
1/12/2021,19:55:40,85,247
1/12/2021,20:00:41,83,247
1/12/2021,20:05:42,92,247
1/12/2021,20:10:43,79,247
1/12/2021,20:15:44,75,246
1/12/2021,20:20:45,72,246
1/12/2021,20:25:46,77,245
1/12/2021,20:30:47,98,243
1/12/2021,20:35:48,86,237
1/12/2021,20:40:49,97,239
1/12/2021,20:45:50,85,241
1/12/2021,20:50:51,75,242
1/12/2021,20:55:52,70,242
1/12/2021,21:00:53,67,242
1/12/2021,21:05:54,69,242
1/12/2021,21:10:55,72,242
1/12/2021,21:15:56,70,242
1/12/2021,21:20:57,64,242
1/12/2021,21:25:58,63,241
1/12/2021,21:30:59,66,241
1/12/2021,21:36:00,67,241
1/12/2021,21:41:01,67,240
1/12/2021,21:46:02,64,240
1/12/2021,21:51:03,65,240
1/12/2021,21:56:04,64,240
1/12/2021,22:01:05,68,240
1/12/2021,22:06:06,53,239
1/12/2021,22:11:07,50,239
1/12/2021,22:16:08,48,238
1/12/2021,22:21:09,48,238
1/12/2021,22:26:10,76,236
1/12/2021,22:31:11,72,231
1/12/2021,22:36:12,76,233
1/12/2021,22:41:13,64,234
1/12/2021,22:46:14,57,235
1/12/2021,22:51:15,49,236
1/12/2021,22:56:16,49,235
1/12/2021,23:01:17,52,235
1/12/2021,23:06:18,52,235
1/12/2021,23:11:19,48,235
1/12/2021,23:16:20,50,234
1/12/2021,23:21:21,53,234
1/12/2021,23:26:22,50,234
1/12/2021,23:31:23,52,234
1/12/2021,23:36:24,53,234
1/12/2021,23:41:25,52,234
1/12/2021,23:46:26,55,233
1/12/2021,23:51:27,52,233
1/12/2021,23:56:28,57,234
1/13/2021,0:01:29,43,233
1/13/2021,0:06:30,40,233
1/13/2021,0:11:31,40,232
1/13/2021,0:16:32,42,232
1/13/2021,0:21:33,68,230
1/13/2021,0:26:34,84,227
1/13/2021,0:31:35,57,228
1/13/2021,0:36:36,48,230
1/13/2021,0:41:37,37,231
1/13/2021,0:46:38,30,231
1/13/2021,0:51:39,32,231
1/13/2021,0:56:40,30,231
1/13/2021,1:01:41,31,231
1/13/2021,1:06:42,31,231
1/13/2021,1:11:43,33,231
1/13/2021,1:16:44,35,231
1/13/2021,1:21:45,39,231
1/13/2021,1:26:46,39,231
1/13/2021,1:31:47,38,231
1/13/2021,1:36:48,38,231
1/13/2021,1:41:49,39,231
1/13/2021,1:46:50,41,231
1/13/2021,1:51:51,44,231
1/13/2021,1:56:52,31,231
1/13/2021,2:01:53,28,231
1/13/2021,2:06:54,32,230
1/13/2021,2:11:55,31,230
1/13/2021,2:16:56,28,227
1/13/2021,2:21:57,73,223
1/13/2021,2:26:58,58,225
1/13/2021,2:31:59,44,227
1/13/2021,2:37:00,35,229
1/13/2021,2:42:01,34,229
1/13/2021,2:47:02,37,230
1/13/2021,2:52:03,37,230
1/13/2021,2:57:04,39,230
1/13/2021,3:02:05,39,230
1/13/2021,3:07:06,38,230
1/13/2021,3:12:07,39,230
1/13/2021,3:17:08,47,230
1/13/2021,3:22:09,41,230
1/13/2021,3:27:10,47,230
1/13/2021,3:32:11,45,230
1/13/2021,3:37:12,43,231
1/13/2021,3:42:13,44,230
1/13/2021,3:47:14,44,231
1/13/2021,3:52:15,27,230
1/13/2021,3:57:16,30,230
1/13/2021,4:02:17,38,230
1/13/2021,4:07:18,39,230
1/13/2021,4:12:19,47,227
1/13/2021,4:17:20,87,224
1/13/2021,4:22:21,70,225
1/13/2021,4:27:22,48,228
1/13/2021,4:32:23,39,229
1/13/2021,4:37:24,36,229
1/13/2021,4:42:25,32,229
1/13/2021,4:47:26,31,229
1/13/2021,4:52:27,30,229
1/13/2021,4:57:28,32,229
1/13/2021,5:02:29,36,229
1/13/2021,5:07:30,38,229
1/13/2021,5:12:31,39,229
1/13/2021,5:17:32,39,229
1/13/2021,5:22:33,41,229
1/13/2021,5:27:34,42,229
1/13/2021,5:32:35,44,229
1/13/2021,5:37:36,45,229
1/13/2021,5:42:37,36,229
1/13/2021,5:47:38,24,229
1/13/2021,5:52:39,30,229
1/13/2021,5:57:40,40,228
1/13/2021,6:02:41,43,228
1/13/2021,6:07:42,49,225
1/13/2021,6:12:43,4,221
1/13/2021,6:17:44,83,223
1/13/2021,6:22:45,52,225
1/13/2021,6:27:46,58,227
1/13/2021,6:32:47,50,229
1/13/2021,6:37:48,42,230
1/13/2021,6:42:49,35,230
1/13/2021,6:47:50,33,230
1/13/2021,6:52:51,35,230
1/13/2021,6:57:52,37,230
1/13/2021,7:02:53,38,230
1/13/2021,7:07:54,45,230
1/13/2021,7:12:55,48,230
1/13/2021,7:17:56,45,230
1/13/2021,7:22:57,49,230
1/13/2021,7:27:58,52,231
1/13/2021,7:32:59,52,231
1/13/2021,7:38:00,53,231
1/13/2021,7:43:01,52,231
1/13/2021,7:48:02,53,232
1/13/2021,7:53:03,57,232
1/13/2021,7:58:04,59,232
1/13/2021,8:03:05,62,233
1/13/2021,8:08:06,50,233
1/13/2021,8:13:07,34,233
1/13/2021,8:18:08,35,232
1/13/2021,8:23:09,42,232
1/13/2021,8:28:10,46,232
1/13/2021,8:33:11,23,228
1/13/2021,8:38:12,14,223
1/13/2021,8:43:13,90,226
1/13/2021,8:48:14,71,228
1/13/2021,8:53:15,68,230
1/13/2021,8:58:16,65,232
1/13/2021,9:03:17,52,233
1/13/2021,9:08:18,60,234
1/13/2021,9:13:19,55,234
1/13/2021,9:18:20,59,235
1/13/2021,9:23:21,62,235
1/13/2021,9:28:22,61,235
1/13/2021,9:33:23,62,236
1/13/2021,9:38:24,65,236
1/13/2021,9:43:25,68,236
1/13/2021,9:48:26,73,236
1/13/2021,9:53:27,72,237
1/13/2021,9:58:28,77,237
1/13/2021,10:03:29,76,237
1/13/2021,10:08:30,78,237
1/13/2021,10:13:31,80,237
1/13/2021,10:18:32,74,238
1/13/2021,10:23:33,67,238
1/13/2021,10:28:34,73,238
1/13/2021,10:33:35,78,238
1/13/2021,10:38:36,81,238
1/13/2021,10:43:37,88,234
1/13/2021,10:48:38,28,233
1/13/2021,10:53:39,2,235
1/13/2021,10:58:40,91,237
1/13/2021,11:03:41,82,237
1/13/2021,11:08:42,84,238
1/13/2021,11:13:43,83,239
1/13/2021,11:18:44,82,239
1/13/2021,11:23:45,82,240
1/13/2021,11:28:46,85,240
1/13/2021,11:33:47,85,241
1/13/2021,11:38:48,85,241
1/13/2021,11:43:49,84,241
1/13/2021,11:48:50,86,241
1/13/2021,11:53:51,89,242
1/13/2021,11:58:52,89,242
1/13/2021,12:03:53,90,242
1/13/2021,12:08:54,92,242
1/13/2021,12:13:55,96,242
1/13/2021,12:18:56,97,242
1/13/2021,12:23:57,0,243
1/13/2021,12:28:58,90,243
1/13/2021,12:33:59,91,243
1/13/2021,12:39:00,96,243
1/13/2021,12:44:01,0,243
1/13/2021,12:49:02,88,243
1/13/2021,12:54:03,26,235
1/13/2021,12:59:04,58,233
1/13/2021,13:04:05,29,237
1/13/2021,13:09:06,21,239
1/13/2021,13:14:07,14,240
1/13/2021,13:19:08,12,241
1/13/2021,13:24:09,12,242
1/13/2021,13:29:10,13,243
1/13/2021,13:34:11,13,244
1/13/2021,13:39:12,14,245
1/13/2021,13:44:13,15,245
1/13/2021,13:49:14,16,245
1/13/2021,13:54:15,17,246
1/13/2021,13:59:16,17,246
1/13/2021,14:04:17,17,247
1/13/2021,14:09:18,16,247
1/13/2021,14:14:19,23,247
1/13/2021,14:19:20,24,247
1/13/2021,14:24:21,24,248
1/13/2021,14:29:22,26,248
1/13/2021,14:34:23,32,249
1/13/2021,14:39:24,21,249
1/13/2021,14:44:25,23,250
1/13/2021,14:49:26,26,249
1/13/2021,14:54:27,31,249
1/13/2021,14:59:28,11,249
1/13/2021,15:04:29,1,243
1/13/2021,15:09:30,64,243
1/13/2021,15:14:31,49,245
1/13/2021,15:19:32,43,246
1/13/2021,15:24:33,39,247
1/13/2021,15:29:34,38,248
1/13/2021,15:34:35,38,249
1/13/2021,15:39:36,38,249
1/13/2021,15:44:37,39,250
1/13/2021,15:49:38,40,250
1/13/2021,15:54:39,41,251
1/13/2021,15:59:40,41,251
1/13/2021,16:04:41,41,251
1/13/2021,16:09:42,40,252
1/13/2021,16:14:43,42,252
1/13/2021,16:19:44,42,252
1/13/2021,16:24:45,43,252
1/13/2021,16:29:46,41,252
1/13/2021,16:34:47,41,253
1/13/2021,16:39:48,39,253
1/13/2021,16:44:49,42,253
1/13/2021,16:49:50,31,253
1/13/2021,16:54:51,30,253
1/13/2021,16:59:52,32,253
1/13/2021,17:04:53,31,253
1/13/2021,17:09:54,79,252
1/13/2021,17:14:55,62,243
1/13/2021,17:19:56,55,243
1/13/2021,17:24:57,35,245
1/13/2021,17:29:58,22,246
1/13/2021,17:34:59,17,247
1/13/2021,17:40:00,12,247
1/13/2021,17:45:01,6,247
1/13/2021,17:50:02,3,247
1/13/2021,17:55:03,99,247
1/13/2021,18:00:04,97,246
1/13/2021,18:05:05,94,246
1/13/2021,18:10:06,96,245
1/13/2021,18:15:07,95,245
1/13/2021,18:20:08,92,244
1/13/2021,18:25:09,90,244
1/13/2021,18:30:10,92,243
1/13/2021,18:35:11,94,242
1/13/2021,18:40:12,92,242
1/13/2021,18:45:13,91,242
1/13/2021,18:50:14,86,241
1/13/2021,18:55:15,93,241
1/13/2021,19:00:16,80,241
1/13/2021,19:05:17,75,240
1/13/2021,19:10:18,71,239
1/13/2021,19:15:19,70,239
1/13/2021,19:20:20,18,237
1/13/2021,19:25:21,57,232
1/13/2021,19:30:22,93,233
1/13/2021,19:35:23,74,234
1/13/2021,19:40:24,68,235
1/13/2021,19:45:25,65,235
1/13/2021,19:50:26,63,235
1/13/2021,19:55:27,60,235
1/13/2021,20:00:28,61,234
1/13/2021,20:05:29,63,234
1/13/2021,20:10:30,65,234
1/13/2021,20:15:31,62,234
1/13/2021,20:20:32,60,233
1/13/2021,20:25:33,61,233
1/13/2021,20:30:34,60,233
1/13/2021,20:35:35,61,232
1/13/2021,20:40:36,64,232
1/13/2021,20:45:37,62,232
1/13/2021,20:50:38,55,231
1/13/2021,20:55:39,54,231
1/13/2021,21:00:40,55,231
1/13/2021,21:05:41,61,231
1/13/2021,21:10:42,45,230
1/13/2021,21:15:43,41,230
1/13/2021,21:20:44,40,229
1/13/2021,21:25:45,40,229
1/13/2021,21:30:46,87,228
1/13/2021,21:35:47,7,222
1/13/2021,21:40:48,76,223
1/13/2021,21:45:49,51,225
1/13/2021,21:50:50,49,225
1/13/2021,21:55:51,41,226
1/13/2021,22:00:52,33,226
1/13/2021,22:05:53,28,226
1/13/2021,22:10:54,29,226
1/13/2021,22:15:55,33,226
1/13/2021,22:20:56,32,226
1/13/2021,22:25:57,33,225
1/13/2021,22:30:58,32,225
1/13/2021,22:35:59,33,225
1/13/2021,22:41:00,34,225
1/13/2021,22:46:01,33,224
1/13/2021,22:51:02,34,224
1/13/2021,22:56:03,33,224
1/13/2021,23:01:04,34,224
1/13/2021,23:06:05,32,224
1/13/2021,23:11:06,31,223
1/13/2021,23:16:07,41,223
1/13/2021,23:21:08,27,223
1/13/2021,23:26:09,23,223
1/13/2021,23:31:10,18,222
1/13/2021,23:36:11,24,222
1/13/2021,23:41:12,46,220
1/13/2021,23:46:13,65,217
1/13/2021,23:51:14,59,219
1/13/2021,23:56:15,37,220
